CLASSE;ORDRE;FAMILLE;NOM SCIENTIFIQUE de l'espèce;NOM COMMUN (vernaculaire) de l'espèce
Aves;Passeriformes;Fringillidae;Serinus corsicanus;Venturon corse
Aves;Passeriformes;Fringillidae;Serinus hypostictus;Serin est-africain
Aves;Passeriformes;Fringillidae;Serinus serinus;Serin cini
Aves;Caprimulgiformes;Caprimulgidae;Setopagis maculosa;Engoulevent de Guyane 
Aves;Passeriformes;Parulidae;Setophaga fusca;Paruline à gorge orangée
Aves;Passeriformes;Parulidae;Setophaga petechia;Paruline jaune
Aves;Passeriformes;Parulidae;Setophaga pitiayumi;Paruline à joues noires
Aves;Passeriformes;Parulidae;Setophaga ruticilla;Paruline flamboyante_ Sylvette flamboyante
Aves;Passeriformes;Parulidae;Setophaga striata;Paruline rayée_ Sylvette rayée
Reptilia;Squamata;Xenosauridae;Shinisaurus crocodilurus;Lézard crocodile de Chine
Reptilia;Squamata;Leptotyphlopidae;Siagonodon cupinensis;Serpent
Reptilia;Squamata;Leptotyphlopidae;Siagonodon septemstriatus;Serpent
Reptilia;Squamata;Dipsadidae;Sibon nebulata;Serpent
Reptilia;Testudines;Geoemydidae;Siebenrockiella crassicollis;Emyde dentelée à 3 carènes
Reptilia;Testudines;Geoemydidae;Siebenrockiella leytensis;Héosémyde de Leyt
Mammalia;Primates;Cercopithecidae;Simias concolor;Entelle de Pagi
Reptilia;Squamata;Dipsadidae;Siphlophis cervinus;Serpent
Reptilia;Squamata;Dipsadidae;Siphlophis compressus;Serpent
Aves;Passeriformes;Tyrannidae;Sirystes sibilator;Tyran siffleur_ Tyran mélodieux
Aves;Passeriformes;Sittidae;Sitta canadensis;Sittelle à poitrine rousse
Aves;Passeriformes;Sittidae;Sitta europaea;Sittelle torchepot
Aves;Passeriformes;Sittidae;Sitta krueperi;Sittelle de Krüper 
Aves;Passeriformes;Sittidae;Sitta magna;Sitelle géante
Aves;Passeriformes;Sittidae;Sitta neumayer;Sitta neumayer
Aves;Passeriformes;Sittidae;Sitta whiteheadi;Sittelle corse
Aves;Passeriformes;Sittidae;Sitta yunnanensis;Sittelle du Yunnan
Reptilia;Squamata;Cordylidae;Smaug mossambicus;Lézard
Mammalia;Dasyuromorphia;Dasyuridae;Sminthopsis longicaudata;Souris marsupiale à longue queue
Mammalia;Dasyuromorphia;Dasyuridae;Sminthopsis psammophila;Souris marsupiale du désert
Aves;Anseriformes;Anatidae;Somateria spectabilis;Eider à tête grise
Mammalia;Soricomorpha;Soricidae;Sorex uralensis;Musaraigne carrelet
Mammalia;Cetacea;Delphinidae;Sotalia fluviatilis;Sotalie
Mammalia;Cetacea;Delphinidae;Sotalia guianensis;Sotalie côtier
Mammalia;Cetacea;Delphinidae;Sotalia spp.;Sotalies de l'amérique du sud
Mammalia;Cetacea;Delphinidae;Sousa chinensis;Dauphin à bosse de l'Indo-Pacifique
Mammalia;Cetacea;Delphinidae;Sousa spp.;dauphins blancs
Mammalia;Cetacea;Delphinidae;Sousa teuszii;Dauphin à bosse de l'Atlantique
Aves;Anseriformes;Anatidae;Spatula clypeata;Canard souchet
Aves;Anseriformes;Anatidae;Spatula discors;Sarcelle à ailes bleues
Amphibia;Urodela;Plethodontidae;Speleomantes strinatii;Spélerpès de Strinati
Mammalia;Carnivora;Canidae;Speothos venaticus;Chien des buissons
Aves;Strigiformes;Strigidae;Speotyto cunicularia;Chevêche des terriers
Amphibia;Anura;Hylidae;Sphaenorhynchus lacteus;Rainette lactée
Reptilia;Squamata;Sphaerodactylidae;Sphaerodactylus fantasticus;Sphérodactyle bizarre
Reptilia;Squamata;Sphaerodactylidae;Sphaerodactylus macrolepis parvus;Sphérodactyle de Saint-Martin (Le)_ Petit sphérodactyle à grosses écailles
Reptilia;Squamata;Sphaerodactylidae;Sphaerodactylus microlepis;Gecko
Reptilia;Squamata;Sphaerodactylidae;Sphaerodactylus parvus;Sphérodactyle de Saint-Martin (Le)_ Petit sphérodactyle à grosses écailles
Reptilia;Squamata;Sphaerodactylidae;Sphaerodactylus sputator;Sphérodactyle d'Anguilla (Le)
Reptilia;Squamata;Sphaerodactylidae;Sphaerodactylus vincenti;Sphérodactyle de Saint-Vincent_ Petit  Mabouya
Aves;Sphenisciformes;Spheniscidae;Spheniscus demersus;Manchot du Cap
Aves;Sphenisciformes;Spheniscidae;Spheniscus humboldti;Manchot de Humboldt
Reptilia;Rhynchocephalia;Sphenodontidae;Sphenodon guntheri;Hatteria de Günther
Reptilia;Rhynchocephalia;Sphenodontidae;Sphenodon punctatus;Hatteria ponctué
Reptilia;Rhynchocephalia;Sphenodontidae;Sphenodon spp.;Tuataras
Mammalia;Rodentia;Erethizontidae;Sphiggurus mexicanus;Porc-épic préhensile
Mammalia;Rodentia;Erethizontidae;Sphiggurus spinosus;Coendou épineux
Aves;Piciformes;Picidae;Sphyrapicus varius;Pic maculé
Mammalia;Diprotodontia;Phalangeridae;Spilocuscus maculatus;Couscous tacheté
Aves;Falconiformes;Accipitridae;Spilornis cheela;Serpentaire bacha
Aves;Falconiformes;Accipitridae;Spilornis elgini;Serpentaire des Andaman
Aves;Falconiformes;Accipitridae;Spilornis holospilus;Serpentaire des Philippines
Aves;Falconiformes;Accipitridae;Spilornis kinabaluensis;Serpentaire des Kinabalu
Aves;Falconiformes;Accipitridae;Spilornis minimus;Serpentaire des Nicobar
Aves;Falconiformes;Accipitridae;Spilornis rufipectus;Serpentaire des Célèbes
Reptilia;Squamata;Colubridae;Spilotes pullatus;Serpent
Reptilia;Squamata;Colubridae;Spilotes sulphureus;Serpent
Amphibia;Anura;Bufonidae;Spinophrynoides osgoodi;Nectophrynoide d'Ethiopie
Amphibia;Anura;Bufonidae;Spinophrynoides spp.;crapauds vivipares
Aves;Passeriformes;Cardinalidae;Spiza americana;Dickcissel d'Amérique
Aves;Falconiformes;Accipitridae;Spizaetus africanus;Aigle de Cassin
Aves;Falconiformes;Accipitridae;Spizaetus alboniger;Aigle de Blyth
Aves;Falconiformes;Accipitridae;Spizaetus bartelsi;Aigle de Java
Aves;Falconiformes;Accipitridae;Spizaetus cirrhatus;Aigle huppé
Aves;Falconiformes;Accipitridae;Spizaetus lanceolatus;Aigle des Célèbes
Aves;Falconiformes;Accipitridae;Spizaetus melanoleucus;Aigle noir et blanc
Aves;Falconiformes;Accipitridae;Spizaetus nanus;Aigle de Wallace
Aves;Falconiformes;Accipitridae;Spizaetus nipalensis;Aigle montagnard
Aves;Falconiformes;Accipitridae;Spizaetus ornatus;Aigle orné 
Aves;Falconiformes;Accipitridae;Spizaetus philippensis;Aigle des Philippines
Aves;Falconiformes;Accipitridae;Spizaetus tyrannus;Aigle tyran 
Aves;Falconiformes;Accipitridae;Spizastur melanoleucus;Aigle noir et blanc
Aves;Falconiformes;Falconidae;Spiziapteryx circumcinctus;Carnifex à ailes tachetées
Aves;Passeriformes;Thraupidae;Sporophila americana;Sporophile à ailes blanches 
Aves;Passeriformes;Thraupidae;Sporophila angolensis;Sporophile curio 
Aves;Passeriformes;Thraupidae;Sporophila bouvronides;Sporophile faux-bouvron 
Aves;Passeriformes;Thraupidae;Sporophila castaneiventris;Sporophile à ventre châtain 
Aves;Passeriformes;Thraupidae;Sporophila crassirostris;Sporophile crassirostre 
Aves;Passeriformes;Emberizidae;Sporophila falcirostris;Sporophile de Temminck
Aves;Passeriformes;Emberizidae;Sporophila frontalis;Sporophile à front blanc
Aves;Passeriformes;Emberizidae;Sporophila hypochroma;Sporophile à croupion roux
Aves;Passeriformes;Thraupidae;Sporophila lineola;Sporophile bouveron 
Aves;Passeriformes;Thraupidae;Sporophila minuta;Sporophile petit-louis 
Aves;Passeriformes;Thraupidae;Sporophila nigricollis;Sporophile à ventre jaune 
Aves;Passeriformes;Emberizidae;Sporophila palustris;Sporophile des marais
Aves;Passeriformes;Thraupidae;Sporophila plumbea;Sporophile gris-de-plomb 
Aves;Passeriformes;Thraupidae;Sporophila schistacea;Sporophile ardoisé 
Aves;Passeriformes;Muscicapidae;Stachyris whiteheadi;Timalie de Whitehead
Aves;Caprimulgiformes;Steatornithidae;Steatornis caripensis;Guacharo des cavernes
Aves;Passeriformes;Hirundinidae;Stelgidopteryx ruficollis;Hirondelle à gorge rousse 
Aves;Apodiformes;Trochilidae;Stellula calliope;Colibri calliope
Mammalia;Cetacea;Delphinidae;Stenella attenuata;Dauphin tacheté pantropical_ Dauphin douteux
Mammalia;Cetacea;Delphinidae;Stenella clymene;Dauphin de Clymène_ Dauphin clymène
Mammalia;Cetacea;Delphinidae;Stenella coeruleoalba;Dauphin bleu et blanc
Mammalia;Cetacea;Delphinidae;Stenella frontalis;Dauphin tacheté de l'Atlantique
Mammalia;Cetacea;Delphinidae;Stenella longirostris;Dauphin à long bec 
Mammalia;Cetacea;Delphinidae;Steno bredanensis;Sténo_ Dauphin à bec étroit_ Sténo à rostre étroit
Aves;Falconiformes;Accipitridae;Stephanoaetus coronatus;Aigle blanchard
Aves;Apodiformes;Trochilidae;Stephanoxis lalandi;Colibri de Delalande
Aves;Charadriiformes;Stercorariidae;Stercorarius longicaudus;Labbe à longue queue
Aves;Charadriiformes;Stercorariidae;Stercorarius maccormicki;Labbe de McCormick
Aves;Charadriiformes;Stercorariidae;Stercorarius parasiticus;Labbe parasite
Aves;Charadriiformes;Stercorariidae;Stercorarius pomarinus;Labbe pomarin
Aves;Charadriiformes;Stercorariidae;Stercorarius skua;Grand Labbe
Aves;Charadriiformes;Laridae;Sterna albifrons;Sterne naine
Aves;Charadriiformes;Laridae;Sterna anaethetus;Sterne bridée
Aves;Charadriiformes;Laridae;Sterna bengalensis;Sterne voyageuse
Aves;Charadriiformes;Laridae;Sterna bergii;Sterne huppée
Aves;Charadriiformes;Laridae;Sterna caspia;Sterne caspienne
Aves;Charadriiformes;Laridae;Sterna dougallii;Sterne de Dougall
Aves;Charadriiformes;Laridae;Sterna elegans;Sterne élégante
Aves;Charadriiformes;Laridae;Sterna forsteri;Sterne de Forster
Aves;Charadriiformes;Laridae;Sterna fuscata;Sterne fuligineuse
Aves;Charadriiformes;Laridae;Sterna hirundo;Sterne pierregarin
Aves;Charadriiformes;Laridae;Sterna maxima;Sterne royale
Aves;Charadriiformes;Laridae;Sterna nilotica;Sterne hansel
Aves;Charadriiformes;Laridae;Sterna paradisaea;Sterne arctique
Aves;Charadriiformes;Laridae;Sterna sandvicensis;Sterne caugek 
Aves;Charadriiformes;Laridae;Sterna virgata;Sterne de Kerguelen_ Sterne subantarctique
Aves;Apodiformes;Trochilidae;Sternoclyta cyanopectus;Colibri à poitrine violette
Aves;Charadriiformes;Laridae;Sternula antillarum;Petite Sterne
Aves;Charadriiformes;Laridae;Sternula superciliaris;Sterne argentée
Reptilia;Testudines;Testudinidae;Stigmochelys pardalis;Tortue-léopard du Cap
Aves;Columbiformes;Columbidae;Streptopelia orientalis;Tourterelle orientale
Aves;Columbiformes;Columbidae;Streptopelia picturata;Tourterelle peinte_ Tourterelle malgache_ Ramier
Aves;Columbiformes;Columbidae;Streptopelia senegalensis;Tourterelle maillée
Aves;Columbiformes;Columbidae;Streptopelia turtur;Tourterelle des bois
Aves;Caprimulgiformes;Apodidae;Streptoprocne zonaris;Martinet à collier blanc
Aves;Strigiformes;Strigiformes;Strigiformes ssp.;Rapaces nocturnes
Aves;Psittaciformes;Psittacidae;Strigops habroptilus;Kakapo
Aves;Strigiformes;Strigidae;Strix albitarsus;Chouette fasciée
Aves;Strigiformes;Strigidae;Strix aluco;Chouette hulotte
Aves;Strigiformes;Strigidae;Strix butleri;Chouette de Butler
Aves;Strigiformes;Strigidae;Strix fulvescens;Chouette fauve
Aves;Strigiformes;Strigidae;Strix huhula;Chouette huhul
Aves;Strigiformes;Strigidae;Strix hylophila;Chouette dryade
Aves;Strigiformes;Strigidae;Strix leptogrammica;Chouette leptogramme
Aves;Strigiformes;Strigidae;Strix nebulosa;Chouette lapone
Aves;Strigiformes;Strigidae;Strix nigrolineata;Chouette à lignes noires
Aves;Strigiformes;Strigidae;Strix occidentalis;Chouette tachetée
Aves;Strigiformes;Strigidae;Strix ocellata;Chouette ocellée
Aves;Strigiformes;Strigidae;Strix rufipes;Chouette masquée
Aves;Strigiformes;Strigidae;Strix seloputo;Chouette des pagodes
Aves;Strigiformes;Strigidae;Strix uralensis;Chouette de l'Oural
Aves;Strigiformes;Strigidae;Strix uralensis davidi;Chouette de Sitchouan
Aves;Strigiformes;Strigidae;Strix varia;Chouette rayée
Aves;Strigiformes;Strigidae;Strix virgata;Chouette mouchetée
Aves;Strigiformes;Strigidae;Strix woodfordii;Chouette africaine
Aves;Struthioniformes;Struthionidae;Struthio camelus;Autruche d'Afrique
Aves;Passeriformes;Icteridae;Sturnella magna;Sturnelle des prés 
Aves;Passeriformes;Icteridae;Sturnella militaris;Sturnelle des pampas
Mammalia;Chiroptera;Phyllostomidae;Sturnira angeli;Sturnire messager
Mammalia;Chiroptera;Phyllostomidae;Sturnira lilium;Chauves-souris
Mammalia;Chiroptera;Phyllostomidae;Sturnira thomasi;Sturnire messager
Mammalia;Chiroptera;Phyllostomidae;Sturnira tildae;Chauves-souris
Aves;Passeriformes;Sturnidae;Sturnus erythropygius;Étourneau à tête blanche
Aves;Passeriformes;Sturnidae;Sturnus roseus;Martin roselin_ Étourneau roselin
Aves;Passeriformes;Sturnidae;Sturnus unicolor;Étourneau unicolore
Aves;Passeriformes;Tyrannidae;Sublegatus arenarum;Tyranneau des palétuviers 
Aves;Passeriformes;Tyrannidae;Sublegatus obscurior;Tyranneau ombré 
Aves;Pelecaniformes;Sulidae;Sula (Morus) serrator;Fou austral
Aves;Pelecaniformes;Sulidae;Sula dactylatra;Fou masqué
Aves;Pelecaniformes;Sulidae;Sula leucogaster;Fou brun
Aves;Pelecaniformes;Sulidae;Sula sula;Fou à pieds rouges
Aves;Strigiformes;Strigidae;Surnia ulula;Chouette épervière
Mammalia;Artiodactyla;Suidae;Sus salvanius;Sanglier nain
Aves;Passeriformes;Muscicapidae;Swynnertonia swynnertoni;Rougegorge de Swynnerton
Aves;Passeriformes;Sylviidae;Sylvia atricapilla;Fauvette à tête noire
Aves;Passeriformes;Sylviidae;Sylvia balearica;Fauvette des Baléares 
Aves;Passeriformes;Sylviidae;Sylvia borin;Fauvette des jardins
Aves;Passeriformes;Sylviidae;Sylvia cantillans;Fauvette passerinette
Aves;Passeriformes;Sylviidae;Sylvia communis;Fauvette grisette
Aves;Passeriformes;Sylviidae;Sylvia conspicillata;Fauvette à lunettes
Aves;Passeriformes;Sylviidae;Sylvia crassirostris;Fauvette orphéane
Aves;Passeriformes;Sylviidae;Sylvia curruca;Fauvette babillarde
Aves;Passeriformes;Sylviidae;Sylvia deserti;Fauvette du désert
Aves;Passeriformes;Sylviidae;Sylvia hortensis;Fauvette orphée
Aves;Passeriformes;Sylviidae;Sylvia melanocephala;Fauvette mélanocéphale
Aves;Passeriformes;Sylviidae;Sylvia melanothorax;Fauvette de Chypre
Aves;Passeriformes;Sylviidae;Sylvia mystacea;Fauvette de Ménétries 
Aves;Passeriformes;Sylviidae;Sylvia nana;Fauvette naine
Aves;Passeriformes;Sylviidae;Sylvia nisoria;Fauvette épervière
Aves;Passeriformes;Sylviidae;Sylvia rueppelli;Fauvette masqué
Aves;Passeriformes;Sylviidae;Sylvia sarda;Fauvette sarde
Aves;Passeriformes;Sylviidae;Sylvia undata;Fauvette pitchou
Aves;Passeriformes;Furnariidae;Synallaxis albescens;Synallaxe albane 
Aves;Passeriformes;Furnariidae;Synallaxis gujanensis;Synallaxe de Cayenne 
Aves;Passeriformes;Furnariidae;Synallaxis macconnelli;Synallaxe de McConnell 
Aves;Passeriformes;Furnariidae;Synallaxis propinqua;Synallaxe à ventre blanc 
Amphibia;Anura;Microhylidae;Synapturanus mirandaribeiroi;Synapturan de Miranda-Ribeiro
Aves;Charadriiformes;Alcidae;Synthliboramphus antiquus;Guillemot à cou blanc
Aves;Galliformes;Phasianidae;Syrmaticus ellioti;Faisan d'Elliot
Aves;Galliformes;Phasianidae;Syrmaticus humiae;Faisan de Hume
Aves;Galliformes;Phasianidae;Syrmaticus mikado;Faisan mikado
Aves;Galliformes;Phasianidae;Syrmaticus reevesii;Faisan vénéré
Aves;Pterocliformes;Pteroclidae;Syrrhaptes paradoxus;Syrrhapte paradoxal
Aves;Caprimulgiformes;Apodidae;Tachornis squamata;Martinet claudia
Aves;Phoenicopteriformes;Podicipedidae;Tachybaptus dominicus;Grèbe minime
Aves;Phoenicopteriformes;Podicipedidae;Tachybaptus ruficollis;Grèbe castagneux
Aves;Passeriformes;Hirundinidae;Tachycineta albiventer;Hirondelle à ailes blanches
Aves;Passeriformes;Hirundinidae;Tachycineta bicolor;Hirondelle bicolore
Aves;Caprimulgiformes;Apodidae;Tachymarptis melba;Martinet à ventre blanc_ Martinet alpin
Aves;Passeriformes;Thraupidae;Tachyphonus cristatus;Tangara à huppe rouge_ Tangara à huppe ignée 
Aves;Passeriformes;Thraupidae;Tachyphonus luctuosus;Tangara à épaulettes blanches 
Aves;Passeriformes;Thraupidae;Tachyphonus phoenicius;Tangara à galons rouges
Aves;Passeriformes;Thraupidae;Tachyphonus rufus;Tangara à galons blancs 
Aves;Passeriformes;Thraupidae;Tachyphonus surinamus;Tangara à crête fauve 
Mammalia;Chiroptera;Molossidae;Tadarida acetabulosa;Tadaride de la Réunion_ Petit Molosse de la Réunion
Mammalia;Chiroptera;Molossidae;Tadarida brasiliensis;Tadaride du Brésil
Mammalia;Chiroptera;Molossidae;Tadarida teniotis;Molosse de Cestoni
Aves;Anseriformes;Anatidae;Tadorna cristata;Tadorne de Corée
Aves;Anseriformes;Anatidae;Tadorna ferruginea;Tadorne casarca_ Casarca roux
Aves;Anseriformes;Anatidae;Tadorna tadorna;Tadorne de Belon
Reptilia;Squamata;Colubridae;Taeniophallus brevirostris;Serpent
Reptilia;Squamata;Colubridae;Taeniophallus nicagus;Serpent
Mammalia;Pilosa;Myrmecophagidae;Tamandua mexicana;Tamandua
Mammalia;Xenarthra;Myrmecophagidae;Tamandua tetradactyla;Fourmilier à collier_ Tamandou à quatre doigts
Aves;Passeriformes;Thraupidae;Tangara cayana;Calliste passevert 
Aves;Passeriformes;Thraupidae;Tangara chilensis;Calliste septicolore 
Aves;Passeriformes;Thraupidae;Tangara episcopus;Tangara évêque
Aves;Passeriformes;Emberizidae;Tangara fastuosa;Calliste superbe
Aves;Passeriformes;Thraupidae;Tangara guttata;Calliste tiqueté 
Aves;Passeriformes;Thraupidae;Tangara gyrola;Calliste rouverdin 
Aves;Passeriformes;Thraupidae;Tangara mexicana;Calliste diable-enrhumé 
Aves;Passeriformes;Thraupidae;Tangara palmarum;Tangara des palmiers 
Aves;Passeriformes;Thraupidae;Tangara punctata;Calliste syacou 
Aves;Passeriformes;Thraupidae;Tangara varia;Calliste tacheté 
Aves;Passeriformes;Thraupidae;Tangara velia;Calliste varié 
Reptilia;Squamata;Colubridae;Tantilla melanocephala;Serpent
Aves;Psittaciformes;Psittacidae;Tanygnathus gramineus;Perruche de Buru
Aves;Psittaciformes;Psittacidae;Tanygnathus luciomensis;Perruche à calotte bleue
Aves;Psittaciformes;Psittacidae;Tanygnathus lucionensis;Perroquet à couronne
Aves;Psittaciformes;Psittacidae;Tanygnathus megalorynchos;Perruche à bec de sang
Aves;Psittaciformes;Psittacidae;Tanygnathus sumatranus;Perruche de Müller
Aves;Cuculiformes;Cuculidae;Tapera naevia;Géocoucou tacheté 
Mammalia;Chiroptera;Emballonuridae;Taphozous mauritianus;Chauve-souris à ventre blanc_ Taphien de Maurice
Aves;Apodiformes;Trochilidae;Taphrolesbia griseiventris;Colibri comète
Mammalia;Perissodactyla;Tapiridae;Tapirus bairdii;Tapir de Baird
Mammalia;Perissodactyla;Tapiridae;Tapirus indicus;Tapir à chabraque
Mammalia;Perissodactyla;Tapiridae;Tapirus pinchaque;Tapir des Andes
Mammalia;Perissodactyla;Tapiridae;Tapirus spp.;Tapir
Mammalia;Perissodactyla;Tapiridae;Tapirus terrestris;Tapir terrestre
Aves;Passeriformes;Thamnophilidae;Taraba major;Grand Batara 
Reptilia;Squamata;Phyllodactylidae;Tarentola mauritanica;Tarente de Maurétanie
Aves;Passeriformes;Muscicapidae;Tarsiger cyanurus;Robin à flancs roux_ Rossignol à flancs roux
Mammalia;Primates;Tarsiidae;Tarsius bancanus;Tarsier de Bornéo
Mammalia;Primates;Tarsiidae;Tarsius dentatus;Tarsier de Dian
Mammalia;Primates;Tarsiidae;Tarsius lariang;Tarsier lariang
Mammalia;Primates;Tarsiidae;Tarsius pelengensis;Tarsier de Peleng
Mammalia;Primates;Tarsiidae;Tarsius pumilus;Tarsier pygmée
Mammalia;Primates;Tarsiidae;Tarsius sangirensis;Sangihe tarsier
Mammalia;Primates;Tarsiidae;Tarsius spp.;Tarsiers
Mammalia;Primates;Tarsiidae;Tarsius syrichta;Tarsier des Philippines
Mammalia;Primates;Tarsiidae;Tarsius tarsier;Tarsier des Célèbes
Mammalia;Cetacea;Ziphiidae;Tasmacetus shepherdi;Tasmacète
Aves;Cuculiformes;Musophagidae;Tauraco bannermani;Touraco de Bannerman
Aves;Cuculiformes;Musophagidae;Tauraco corythaix;Touraco lourie
Aves;Cuculiformes;Musophagidae;Tauraco erythrolophus;Touraco pauline
Aves;Cuculiformes;Musophagidae;Tauraco fischeri;Touraco de Fischer
Aves;Cuculiformes;Musophagidae;Tauraco hartlaubi;Touraco de Hartlaub
Aves;Cuculiformes;Musophagidae;Tauraco leucolophus;Touraco à huppe blanche
Aves;Cuculiformes;Musophagidae;Tauraco leucotis;Touraco à joues blanches
Aves;Cuculiformes;Musophagidae;Tauraco livingstonii;Touraco de Livingstone
Aves;Cuculiformes;Musophagidae;Tauraco macrorhynchus;Touraco à gros bec
Aves;Cuculiformes;Musophagidae;Tauraco persa;Touraco vert
Aves;Cuculiformes;Musophagidae;Tauraco porphyreolophus;Touraco à huppe pourprée
Aves;Cuculiformes;Musophagidae;Tauraco ruspolii;Touraco de Ruspoli
Aves;Cuculiformes;Musophagidae;Tauraco schalowi;Touraco de Schalow
Aves;Cuculiformes;Musophagidae;Tauraco schuettii;Touraco à bec noir
Aves;Cuculiformes;Musophagidae;Tauraco spp.;Touracos
Mammalia;Artiodactyla;Tayassuidae;Tayassu pecari;Pécari à barbe blanche
Aves;Passeriformes;Malaconotidae;Tchagra senegalus;Tchagra à tête noire 
Aves;Falconiformes;Accipitridae;Terathopius ecaudatus;Bateleur des savanes
Amphibia;Anura;Centrolenidae;Teratohyla midas;Grenouille
Reptilia;Squamata;Gekkonidae;Teratoscincus microlepis;Gecko
Reptilia;Squamata;Gekkonidae;Teratoscincus scincus;Gecko
Aves;Passeriformes;Tyrannidae;Terenotriccus erythrurus;Moucherolle rougequeue
Aves;Passeriformes;Monarchidae;Terpsiphone bourbonnensis;Gobe-mouches de Paradis_ Tersiphone de Bourbon_ Oiseau la vierge_ Chakouat
Aves;Passeriformes;Muscicapidae;Terpsiphone bourbonnensis;Coq de Bois
Reptilia;Testudines;Emydidae;Terrapene carolina;Tortue-boîte de Caroline
Reptilia;Testudines;Emydidae;Terrapene coahuila;Tortue-boîte de Coahuila
Reptilia;Testudines;Emydidae;Terrapene nelsoni;Tortue-boîte du Mexique
Reptilia;Testudines;Emydidae;Terrapene ornata;Tortue-boîte ornée commune
Reptilia;Testudines;Emydidae;Terrapene spp.;Tortue-boîtes
Aves;Passeriformes;Thraupidae;Tersina viridis;Tersine hirondelle 
Reptilia;Testudines;Testudinidae;Testudinidae spp.;Tortues terrestres
Reptilia;Testudines;Testudinidae;Testudo graeca;Tortue mauresque_ Tortue grecque
Reptilia;Testudines;Testudinidae;Testudo graeca ibera;Tortue
Reptilia;Testudines;Testudinidae;Testudo hermanni;Tortue d'Hermann
Reptilia;Testudines;Testudinidae;Testudo hermanni boettgeri;Tortue d'Hermann
Reptilia;Testudines;Testudinidae;Testudo hermanni hermanni;Tortue d'Hermann
Reptilia;Testudines;Testudinidae;Testudo horsfieldii;Tortue des steppes
Reptilia;Testudines;Testudinidae;Testudo kleinmanni;Tortue de Kleinmann
Reptilia;Testudines;Testudinidae;Testudo marginata;Tortue bordée
Mammalia;Artiodactyla;Bovidae;Tetracerus quadricornis;Tétracère
Aves;Galliformes;Phasianidae;Tetraogallus caspius;Tétras des neiges de la Caspienne
Aves;Galliformes;Phasianidae;Tetraogallus tibetanus;Tétras des neiges du Tibet
Aves;Otidiformes;Otididae;Tetrax tetrax;Outarde canepetière
Aves;Procellariiformes;Diomedeidae;Thalassarche cauta;Albatros à cape blanche_ Albatros timide
Aves;Procellariiformes;Diomedeidae;Thalassarche chlororhynchos;Albatros à nez jaune_ Albatros à bec jaune
Aves;Procellariiformes;Diomedeidae;Thalassarche melanophrys;Albatros à sourcils noirs
Aves;Charadriiformes;Laridae;Thalasseus elegans;Sterne élégante
Aves;Charadriiformes;Laridae;Thalasseus maximus;Sterne royale
Aves;Charadriiformes;Laridae;Thalasseus sandvicensis eurygnathus;Sterne de Cayenne
Aves;Charadriiformes;Laridae;Thalasseus sandvicensis sandvicensis;Sterne caugek
Aves;Apodiformes;Trochilidae;Thalurania colombica;Dryade couronnée
Aves;Apodiformes;Trochilidae;Thalurania fannyi;Dryade de Fanny
Aves;Caprimulgiformes;Trochilidae;Thalurania furcata;Dryade à queue fourchue 
Aves;Apodiformes;Trochilidae;Thalurania glaucopis;Dryade glaucope
Aves;Apodiformes;Trochilidae;Thalurania ridgwayi;Dryade du Mexique
Aves;Apodiformes;Trochilidae;Thalurania watertonii;Dryade de Waterton
Reptilia;Squamata;Dipsadidae;Thamnodynastes pallidus;Serpent
Reptilia;Squamata;Dipsadidae;Thamnodynastes strigilis;Serpent
Aves;Passeriformes;Thamnophilidae;Thamnomanes ardesiacus;Batara ardoisé 
Aves;Passeriformes;Thamnophilidae;Thamnomanes caesius;Batara cendré 
Aves;Passeriformes;Thamnophilidae;Thamnophilus amazonicus;Batara d'Amazonie 
Aves;Passeriformes;Thamnophilidae;Thamnophilus doliatus;Batara rayé 
Aves;Passeriformes;Thamnophilidae;Thamnophilus melanothorax;Batara de Cayenne 
Aves;Passeriformes;Thamnophilidae;Thamnophilus murinus;Batara souris 
Aves;Passeriformes;Thamnophilidae;Thamnophilus nigrocinereus;Batara demi-deuil 
Aves;Passeriformes;Thamnophilidae;Thamnophilus punctatus;Batara tacheté 
Aves;Apodiformes;Trochilidae;Thaumastura cora;Colibri cora
Mammalia;Primates;Cercopithecidae;Theropithecus gelada;Gelada
Aves;Apodiformes;Trochilidae;Threnetes niger;Ermite d'Antonia_ Ermite à queue blanche
Aves;Apodiformes;Trochilidae;Threnetes ruckeri;Ermite de Rucker
Aves;Passeriformes;Furnariidae;Thripophaga gutturata;Thripophaga gutturata
Mammalia;Chiroptera;Thyropteridae;Thyroptera discifera;Chauves-souris
Mammalia;Chiroptera;Thyropteridae;Thyroptera tricolor;Chauves-souris
Aves;Passeriformes;Thraupidae;Tiaris bicolor;Sporophile à face noire_ Cici
Aves;Passeriformes;Sittidae;Tichodroma muraria;Tichodrome échelette
Aves;Pelecaniformes;Ardeidae;Tigrisoma fasciatum;Onoré fascié 
Aves;Pelecaniformes;Ardeidae;Tigrisoma lineatum;Onoré rayé 
Aves;Apodiformes;Trochilidae;Tilmatura dupontii;Colibri zémès
Aves;Tinamiformes;Tinamidae;Tinamus major;Grand Tinamou
Aves;Tinamiformes;Tinamidae;Tinamus solitarius;Tinamou Solitaire
Aves;Passeriformes;Tityridae;Tityra cayana;Tityre gris 
Aves;Passeriformes;Tityridae;Tityra inquisitor;Tityre à tête noire 
Aves;Passeriformes;Tyrannidae;Todirostrum cinereum;Todirostre familier 
